newsComments,newsDate,newsTitle,newsUrl
15,19 August 2020,The Stanley Parable's Ultra Deluxe Edition has been delayed until next year (again)	,https://www.eurogamer.net/articles/2020-08-19-the-stanley-parables-ultra-deluxe-edition-has-been-delayed-until-next-year-again
19,19 August 2020,National Video Game Museum re-opens this week after coronavirus left future uncertain	,https://www.eurogamer.net/articles/2020-08-19-national-video-game-museum-re-opens-this-week-after-coronavirus-left-future-uncertain
6,21 August 2020,Lair of the Clockwork God is coming to consoles really soon	,https://www.eurogamer.net/articles/2020-08-21-lair-of-the-clockwork-god-is-coming-to-consoles-really-soon
2,27 August 2020,This 128GB Nintendo Switch SD card is now only £18	,https://www.eurogamer.net/articles/2020-08-20-cheap-nintendo-switch-sd-card-deal
6,17 August 2020,Master Roshi confirmed for Dragon Ball FighterZ	,https://www.eurogamer.net/articles/2020-08-17-master-roshi-confirmed-for-dragon-ball-fighterz
29,22 August 2020,An investigation into Blathers	,https://www.eurogamer.net/articles/2020-08-22-an-investigation-into-blathers
16,24 August 2020,There's a new Sonic the Hedgehog double pack coming to Nintendo Switch	,https://www.eurogamer.net/articles/2020-08-23-theres-a-new-sonic-the-hedgehog-double-pack-coming-to-nintendo-switch
7,7 September 2020,Here's a great price for a Nintendo Switch with Animal Crossing: New Horizons	,https://www.eurogamer.net/articles/2020-08-24-nintendo-switch-deal-animal-crossing-new-horizons-bundle
18,24 August 2020,Original Wonder Boy director returning for new series entry Asha in Monster World	,https://www.eurogamer.net/articles/2020-08-24-original-wonder-boy-director-returning-for-new-series-entry-asha-in-monster-world
28,24 August 2020,"FIFA's greatest obstacles? Thomas Müller, ugly football, and you	",https://www.eurogamer.net/articles/2020-08-24-fifas-greatest-obstacles-thomas-muller-ugly-football-and-you
19,15 August 2020,Can modding and overclocking improve Crysis Remastered on Switch?	,https://www.eurogamer.net/articles/digitalfoundry-2020-crysis-remastered-switch-modding-and-overclocking-analysis
10,26 August 2020,No Straight Roads review - a quirky but overly simplistic action-adventure	,https://www.eurogamer.net/articles/2020-08-25-no-straight-roads-review-a-quirky-but-overly-simplistic-action-adventure
35,19 August 2020,Someone should make a game about: Orchestras	,https://www.eurogamer.net/articles/2020-08-18-someone-should-make-a-game-about-orchestras
0,26 August 2020,"Fortnite Chapter 2 Season 4 estimated release time, teasers and possible theme, and everything else we know about the new Fortnite season	",https://www.eurogamer.net/articles/fortnite-chapter-2-season-4-release-time-teaser-7013
3,16 September 2020,Here are the best bits of PAX Online x EGX Digital so far	,https://www.eurogamer.net/articles/2020-09-16-here-are-the-best-bits-of-pax-online-x-egx-digital-so-far
231,17 September 2020,Super Mario 3D All-Stars review - three great games in one lacklustre compilation	,https://www.eurogamer.net/articles/2020-09-16-super-mario-3d-all-stars-review-three-great-games-in-one-lacklustre-compilation
15,16 September 2020,Donkey Kong Country 2 drops onto Nintendo Switch Online next week	,https://www.eurogamer.net/articles/2020-09-16-donkey-kong-country-2-drops-onto-nintendo-switch-online-next-week
129,22 August 2020,Ubisoft ditches physical game discs for its Xbox Collector's Editions in the UK	,https://www.eurogamer.net/articles/2020-08-22-ubisoft-ditches-physical-game-discs-for-its-xbox-collectors-editions-in-the-uk
5,24 August 2020,Children of Morta adds adorable animals to pet in Paws and Claws charity DLC	,https://www.eurogamer.net/articles/2020-08-24-children-of-morta-adds-adorable-animals-to-pet-in-paws-and-claws-charity-dlc
1,17 September 2020,"Neon Noodles is cyberpunk, distilled	",https://www.eurogamer.net/articles/2020-09-17-neon-noodles-is-cyberpunk-distilled
0,17 September 2020,Fortnite - The Collection location: Where to destroy Collector Cases explained	,https://www.eurogamer.net/articles/fortnite-the-collection-location-destroy-collector-cases-7013
79,17 September 2020,"Super Mario 3D All-Stars: remasters, emulation - or a mixture of both?	",https://www.eurogamer.net/articles/digitalfoundry-2020-super-mario-3d-all-stars-switch-tech-review
2,17 September 2020,Monster Hunter Stories 2 coming to Switch next year	,https://www.eurogamer.net/articles/2020-09-17-monster-hunter-stories-2-wings-of-ruin-coming-to-switch-next-year
29,2 October 2020,"Monster Hunter Rise has rideable dog, out on Switch next year	",https://www.eurogamer.net/articles/2020-09-17-monster-hunter-rise-has-rideable-dog-out-on-switch-next-year
2,17 September 2020,"Nintendo Switch upcoming 2020 games list, plus all Switch Online NES and SNES games listed	",https://www.eurogamer.net/articles/2020-01-06-nintendo-switch-upcoming-games-list-release-dates
0,18 September 2020,"Spinch is a spiralling marriage of psychedelia, precision and rhythm	",https://www.eurogamer.net/articles/2020-09-18-spinch-is-a-spiralling-marriage-of-psychedelia-precision-and-rhythm
61,21 September 2020,Hades review - Of myth and mayhem	,https://www.eurogamer.net/articles/2020-09-17-hades-review-of-myth-and-mayhem
51,18 September 2020,Rayman creator Michel Ancel quits video games to work on wildlife sanctuary	,https://www.eurogamer.net/articles/2020-09-18-rayman-creator-michel-ancel-quits-video-games-industry-to-work-on-wildlife-sanctuary
315,20 September 2020,The top 10 games of the generation	,https://www.eurogamer.net/articles/2020-09-18-the-top-10-games-of-the-generation
16,18 September 2020,id Software talk Doom Eternal's Ancient Gods DLC with DF's John Linneman	,https://www.eurogamer.net/articles/2020-09-18-id-software-talk-doom-eternals-ancient-gods-dlc-with-dfs-john-linneman
19,19 September 2020,Martin talks the resurgence of racing games with some of the UK's top talent	,https://www.eurogamer.net/articles/2020-09-19-martin-talks-the-resurgence-of-racing-games-with-some-the-uks-top-talent
88,19 September 2020,"So long, ""gay Bowser"" - fans lament the loss of Mario 64's most famous line in Super Mario 3D All-Stars	",https://www.eurogamer.net/articles/2020-09-19-mario-doesnt-shout-gay-bowser-in-super-mario-3d-all-stars-mario-64
6,16 September 2020,Here's a secret code to unlock an 8-bit track for Avicii Invector on Nintendo Switch	,https://www.eurogamer.net/articles/2020-09-16-heres-a-secret-code-to-unlock-an-8-bit-track-for-avicii-invector-on-nintendo-switch
31,22 September 2020,"Breaking with tradition, EA confirms no FIFA 21 demo	",https://www.eurogamer.net/articles/2020-09-22-breaking-with-tradition-ea-confirms-no-fifa-21-demo
3,21 September 2020,JRPG classic The World Ends With You's anime adaption gets a new trailer	,https://www.eurogamer.net/articles/2020-09-21-jrpg-classic-the-world-ends-with-yous-anime-adaption-gets-a-new-trailer
51,22 September 2020,Fortnite's about to host the world's biggest boy band	,https://www.eurogamer.net/articles/2020-09-22-fortnites-about-to-host-the-worlds-biggest-boy-band
1,17 September 2020,Fortnite - Sentinel Hands explained: How to launch off all Sentinel Hands without touching the ground explained	,https://www.eurogamer.net/articles/fortnite-launch-off-all-sentinel-hands-without-touching-the-ground-7013
0,23 September 2020,"Rocket League free-to-play release time, plus Season 1 update detailed	",https://www.eurogamer.net/articles/rocket-league-free-to-play-season-1-release-update-7049
0,22 September 2020,"Rocket League 'Llama-Rama' Fortnite event dates, times and rewards explained	",https://www.eurogamer.net/articles/rocket-league-fortnite-llama-rama-event-start-rewards-7049
0,23 September 2020,Animal Crossing Mahi-mahi: How to catch a Mahi-mahi and find the pier location in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-mahi-mahi-catch-find-pier-location-new-horizons-7018
0,23 September 2020,Animal Crossing Salmon and King Salmon: How to catch a salmon or a king salmon at the river mouth in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-salmon-king-salmon-how-to-catch-river-mouth-new-horizons-7018
0,23 September 2020,Animal Crossing Barreleye: How to catch barreleyes in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-barreleye-how-to-catch-barreleyes-new-horizons-7018
18,18 September 2020,Everything shown in today's Nintendo Direct mini	,https://www.eurogamer.net/articles/2020-09-17-everything-shown-in-todays-nintendo-direct-mini
8,21 September 2020,Blizzard announces digital BlizzCon for February 2021	,https://www.eurogamer.net/articles/2020-09-21-blizzards-announces-digital-blizzcon-for-february-2021
0,23 September 2020,Animal Crossing Ocean Sunfish: How to catch the Ocean Sunfish in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-ocean-sunfish-new-horizons-7018
39,23 September 2020,R-Type Final 2 launches spring 2021	,https://www.eurogamer.net/articles/2020-09-23-r-type-final-2-launches-spring-2021
0,23 September 2020,"Animal Crossing Sharks: How to catch a Saw Shark, Hammerhead Shark, Great White Shark, Whale Shark and a Suckerfish in New Horizons	",https://www.eurogamer.net/articles/animal-crossing-sharks-saw-shark-hammerhead-great-white-whale-suckerfish-new-horizons-7018
8,23 September 2020,Mortal Kombat 11 datamine sounds a lot like a 1995 movie cast voice pack	,https://www.eurogamer.net/articles/2020-09-23-mortal-kombat-11-datamine-sounds-a-lot-like-a-1995-movie-cast-voice-pack
0,23 September 2020,Animal Crossing Turtles: How to catch a Soft-shelled Turtle and Snapping Turtle in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-turtles-catch-soft-shelled-turtle-snapping-turtle-new-horizons-7018
11,23 September 2020,Here's what's happening in Rocket League's Fortnite crossover event this weekend	,https://www.eurogamer.net/articles/2020-09-23-heres-whats-happening-in-rocket-leagues-fortnite-crossover-event-this-weekend
29,23 September 2020,"Sorry, Leeds fans - FIFA 21 doesn't have Elland Road at launch	",https://www.eurogamer.net/articles/2020-09-23-sorry-leeds-fans-fifa-21-doesnt-have-elland-road-at-launch
30,21 September 2020,Hades has sold 1m copies	,https://www.eurogamer.net/articles/2020-09-21-hades-has-sold-1m-copies
0,23 September 2020,Animal Crossing Coelacanth: How to catch a Coelacanth in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-coelacanth-how-catch-coelacanth-new-horizons-7018
12,24 September 2020,Nintendo lists unannounced Kirby Fighters 2 for Switch	,https://www.eurogamer.net/articles/2020-09-23-nintendo-lists-unannounced-kirby-fighters-2-for-nintendo-switch
10,25 September 2020,Spellbreak is Battle Royale but everyone's a wizard	,https://www.eurogamer.net/articles/2020-09-25-spellbreak-is-battle-royale-but-everyones-a-wizard
4,25 September 2020,Animal Crossing gets spooky with a big Halloween update	,https://www.eurogamer.net/articles/2020-09-25-animal-crossing-gets-spooky-with-a-big-halloween-update
112,25 September 2020,Sports Interactive boss explains why Football Manager 2021 is on Xbox Series X but not PlayStation 5	,https://www.eurogamer.net/articles/2020-09-25-sports-interactive-boss-explains-why-football-manager-2021-is-on-xbox-series-x-but-not-playstation-5
0,24 September 2020,Fortnite - Locate a Trask Transport Truck explained	,https://www.eurogamer.net/articles/fortnite-locate-a-trask-transport-truck-7013
4,26 September 2020,Annapurna Interactive's lovely afterlife puzzler I am Dead gets October release date	,https://www.eurogamer.net/articles/2020-09-25-annapurna-interactives-lovely-afterlife-puzzler-i-am-dead-gets-october-release-date
29,23 September 2020,"The Game Awards will be held in LA, London and Tokyo this December	",https://www.eurogamer.net/articles/2020-09-23-the-game-awards-will-be-held-in-la-london-and-tokyo-this-december
3,23 September 2020,"Rocket League Season 1 Rocket Pass cars, wheels and other rewards, including tier 70 Harbinger GXT	",https://www.eurogamer.net/articles/rocket-league-season-1-rocket-pass-cars-wheels-boosts-decals-7049
0,28 September 2020,Nintendo and Sony to feature in Amazon Prime Day 2020	,https://www.eurogamer.net/articles/2020-09-28-nintendo-sony-amazon-prime-day-2020
0,28 September 2020,"FIFA 21 best defenders - the best CB, LB, RB and Wing Backs in FIFA	",https://www.eurogamer.net/articles/fifa-21-best-defenders-cbs-lbs-rbs-wing-backs-7121
0,28 September 2020,FIFA 21 best goalkeepers - the best GKs and keepers in FIFA	,https://www.eurogamer.net/articles/fifa-21-best-goalkeepers-gks-keepers-7121
7,29 September 2020,It looks like more news on Pokémon Sword and Shield's Crown Tundra expansion is coming tomorrow	,https://www.eurogamer.net/articles/2020-09-28-it-looks-like-more-on-pokemon-sword-and-shields-crown-tundra-expansion-is-coming-tomorrow
76,26 September 2020,New report says Michel Ancel left Ubisoft amid investigation into his toxic behaviour	,https://www.eurogamer.net/articles/2020-09-25-new-report-says-michel-ancel-left-ubisoft-amid-investigation-into-his-toxic-behaviour
5,29 September 2020,Shock! Rain Games has announced Teslagrad 2	,https://www.eurogamer.net/articles/2020-09-29-shock-rain-games-has-announced-teslagrad-2
4,29 September 2020,Pokémon Sword and Shield The Crown Tundra expansion due October	,https://www.eurogamer.net/articles/2020-09-29-pokemon-sword-and-shield-the-crown-tundra-expansion-out-22nd-oct
0,30 September 2020,Pokémon Sword and Shield Ash Hat Pikachu code: Our in-progress Ash Hat Pikachu code list and how to download Ash Hat Pikachu explained	,https://www.eurogamer.net/articles/pokemon-sword-shield-ash-hat-pikachu-distribution-codes-pikachus-code-list-download-7005
19,30 September 2020,Someone should make a game about: the Isle of Rust	,https://www.eurogamer.net/articles/2020-09-30-someone-should-make-a-game-about-the-isle-of-rust
7,29 September 2020,"Torchlight 3 arrives next month for PC, PS4, Xbox One	",https://www.eurogamer.net/articles/2020-09-29-torchlight-3-arrives-next-month-for-pc-ps4-xbox-one
9,30 September 2020,Oddworld: New 'n' Tasty gets October release date on Switch	,https://www.eurogamer.net/articles/2020-09-30-oddworld-new-n-tasty-gets-october-release-date-on-switch
78,26 September 2020,Ori and the Will of the Wisps: inside an 'impossible' Switch port	,https://www.eurogamer.net/articles/digitalfoundry-2020-ori-and-the-will-of-the-wisps-switch-inside-an-impossible-port
11,29 September 2020,"Get 20 per cent off all SteelSeries headsets, mice and keyboards	",https://www.eurogamer.net/articles/digitalfoundry-2020-09-29-20-per-cent-off-steelseries-headsets-mice-keyboards
94,1 October 2020,"Save £300 on the LG CX OLED, our top 4K TV pick for gaming	",https://www.eurogamer.net/articles/digitalfoundry-2020-09-30-lg-cx-oled-300-off-perfect-for-ps5-series-x
3,1 October 2020,"FIFA 21 EA Play early access release time, pre-download time and all release dates explained	",https://www.eurogamer.net/articles/fifa-21-release-time-download-7121
2,30 September 2020,Pokémon Go gets Pokémon Home integration by end of 2020	,https://www.eurogamer.net/articles/2020-09-29-pokemon-go-gets-pokemon-home-integration-by-end-of-2020
15,30 September 2020,Nintendo decides not to delete Jump Rope Challenge from the eShop today	,https://www.eurogamer.net/articles/2020-09-30-nintendo-decides-not-to-delete-jump-rope-challenge-from-the-eshop-today
0,30 September 2020,Animal Crossing patch notes: What's new in update 1.5 in New Horizons	,https://www.eurogamer.net/articles/2020-07-03-animal-crossing-patch-notes-update-7018
0,30 September 2020,"Animal Crossing Spooky Furniture series: How to find spooky furniture, and spooky furniture DIY recipes explained	",https://www.eurogamer.net/articles/animal-crossing-spooky-furniture-series-how-find-diy-recipes-7018
0,30 September 2020,"Animal Crossing Pumpkins: How to grow pumpkins, pumpkin colours and how to use pumpkins in New Horizons explained	",https://www.eurogamer.net/articles/animal-crossing-pumpkins-how-to-grow-pumpkin-colours-new-horizons-7018
35,1 October 2020,Super Smash Bros. Ultimate will unveil its next fighter tomorrow	,https://www.eurogamer.net/articles/2020-09-30-super-smash-bros-ultimate-will-unveil-its-next-fighter-tomorrow
1,30 September 2020,Delightful toy train set builder Tracks is heading to Switch in November	,https://www.eurogamer.net/articles/2020-09-30-delightful-toy-train-set-builder-tracks-is-heading-to-switch-in-november
53,1 October 2020,Getting an unexpected education in Oblivion	,https://www.eurogamer.net/articles/2020-09-30-getting-an-unexpected-education-in-oblivion
3,1 October 2020,These new Nintendo Switch bundles include Super Mario 3D All-Stars	,https://www.eurogamer.net/articles/2020-10-01-nintendo-switch-bundles-super-mario-3d-all-stars
1,2 October 2020,Here's where you can pre-order Monster Hunter Rise - including Deluxe and Collector's Edition	,https://www.eurogamer.net/articles/monster-hunter-rise-pre-order-deluxe-collectors-edition
127,30 September 2020,Fans hit out at EA for promoting FIFA microtransactions in magazines for children	,https://www.eurogamer.net/articles/2020-09-27-fans-hit-out-at-ea-for-promoting-fifa-microtransactions-in-magazines-for-children
2,1 October 2020,New Bugs and Fish in October: Everything arriving and leaving this month in Animal Crossing: New Horizons	,https://www.eurogamer.net/articles/new-bugs-fish-sea-creatures-october-arriving-leaving-month-animal-crossing-new-horizons-7018
22,1 October 2020,The marvellous Horace is finally coming to Switch	,https://www.eurogamer.net/articles/2020-10-01-the-marvellous-horace-is-finally-coming-to-switch
42,1 October 2020,The next Super Smash Bros. Ultimate character is...	,https://www.eurogamer.net/articles/2020-10-01-the-next-super-smash-bros-ultimate-character-is
0,1 October 2020,Fortnite Defeat Wolverine: Wolverine's location and how to defeat Wolverine explained	,https://www.eurogamer.net/articles/fortnite-defeat-wolverine-wolverines-location-7013
7,1 October 2020,FIFA 21 trial causes EA Play to crash - but there's a workaround	,https://www.eurogamer.net/articles/2020-10-01-fifa-21-trial-causes-ea-play-to-crash-but-theres-a-workaround
0,1 October 2020,Fortnite Wolverine skin: How to unlock Wolverine and the Classic Wolverine variant by completing weekly challenges explained	,https://www.eurogamer.net/articles/fortnite-wolverine-skin-unlock-classic-variant-weekly-challenges-7013
0,1 October 2020,Animal Crossing Body Paint and Eye Colour: Where to purchase new eye colours and body paint in New Horizons	,https://www.eurogamer.net/articles/animal-crossing-costumes-body-paint-eye-colour-where-purchase-new-horizons-7018
0,1 October 2020,Super Smash Bros Ultimate character unlock guide and Smash Bros character list	,https://www.eurogamer.net/articles/2019-04-18-super-smash-bros-ultimate-characters-switch-5778
0,1 October 2020,"Animal Crossing Halloween: Dates, event and rewards in New Horizons explained	",https://www.eurogamer.net/articles/animal-crossing-halloween-dates-event-rewards-new-horizons-7018
2,2 October 2020,"Minecraft Smash Bros. talks began ""at least five"" years ago	",https://www.eurogamer.net/articles/2020-10-02-minecraft-smash-bros-talks-began-at-least-five-years-ago
2,3 October 2020,How The Animal Crossing Diaries are chronicling the pandemic	,https://www.eurogamer.net/articles/2020-09-18-how-the-animal-crossing-diaries-are-chronicling-the-pandemic
27,3 October 2020,It's game over for Nintendo Switch hacker Gary Bowser	,https://www.eurogamer.net/articles/2020-10-03-its-game-over-for-nintendo-switch-hacker-gary-bowser
17,2 October 2020,Here's a look inside a Mario Kart Live prototype	,https://www.eurogamer.net/articles/2020-10-02-heres-a-look-inside-a-mario-kart-live-prototype
